6.0768,4.2468,0.8815,2.2864,8.3052,7.5785,1.144,0.2717,3.4171,4.9275,9.9058,1.9614,0.4376,8.0518,4.7189,5.685
5.2983,7.2214,0.9875,0.7484,6.3935,5.2631,7.2445,5.0505,9.4234,2.285,4.5201,2.1969,0.9243,0.5298,7.4708,7.7925
0.1794,9.1446,8.4827,1.5429,4.2549,7.4842,4.2713,4.2975,5.6784,7.201,7.1393,8.343,9.5059,4.2628,0.5659,8.2222
8.5784,0.2763,8.114,3.7672,7.4255,3.3291,5.8686,9.9351,1.7565,4.5335,7.1132,9.8928,4.7357,1.1307,0.2528,4.2363
1.5137,5.202,0.6989,6.4578,8.285,0.1602,5.2784,6.8653,8.4469,4.5152,5.3734,4.214,7.7947,5.2374,5.6178,5.3679
7.4527,9.6386,2.7279,6.1998,8.6459,0.0108,6.0448,8.9173,4.3873,3.056,5.5349,4.1244,2.9498,0.8903,4.7997,3.3198
0.2355,9.3815,7.1081,6.1322,4.3275,0.4852,3.9789,7.7884,9.4014,5.6083,5.4121,0.8697,3.7353,2.105,4.4187,5.7954
5.8968,6.4574,2.1718,6.7103,4.9275,5.0351,2.3489,4.7385,1.6684,9.6538,3.0196,1.9114,0.5381,3.6334,3.3467,8.6284
7.4594,4.7738,5.3229,1.387,2.7757,0.7714,0.999,3.6489,6.911,1.2354,3.1493,8.8282,4.4243,8.9367,1.5584,6.0126
7.0484,9.9379,3.0605,7.414,5.8321,8.0059,9.8053,2.8018,0.2357,7.8171,1.3435,1.2245,8.7044,3.4895,1.538,2.1686
7.6485,2.2198,8.3083,6.2088,9.88,7.6303,4.229,4.0045,8.5551,3.3938,6.6618,5.2382,0.7367,4.1159,9.6923,9.9908
9.8563,3.0588,4.7973,9.8247,1.7373,4.761,8.4468,0.4905,9.0952,9.4323,6.8709,0.3015,1.4607,3.1413,3.3434,1.977
7.176,4.5792,0.8923,8.0836,7.6296,3.1261,4.3652,1.307,3.6001,9.5842,9.6382,0.5886,4.5767,5.3085,2.7208,2.2507
5.3898,9.541,1.8973,5.5998,5.0315,0.0562,2.186,3.4986,0.0116,1.8308,3.6343,0.5417,0.6828,4.4742,4.4083,2.5574
2.204,1.0393,9.7483,2.7827,5.8075,2.3859,6.2074,5.9774,8.7895,2.2362,3.5159,5.8687,1.0537,8.2514,8.3995,9.38
2.754,4.0817,3.8557,6.8418,6.6822,3.4984,2.767,0.9592,6.5994,8.199,3.68,3.2841,4.722,5.655,5.4537,1.0623
