7.8077,0.446,5.7295,5.849,9.0929,7.3699,2.2788,5.3534,2.9512,7.4288,0.1712,2.6694,5.9854,1.0727,6.5067,7.8519,5.2094,2.2893,6.0521,2.9128,1.2361,3.9529,3.217,3.2487,7.8027,0.369,5.9703,4.5188,3.3387,5.6225,4.7,0.3574,9.8258,2.7023,8.4583,6.6905,2.7686,5.5648,5.1445,3.7519,7.4548,7.5519,7.8124,9.5412,9.4486,2.2883,9.1049,2.6748,9.6894,5.9791,8.1609,3.3849,6.8708,8.1875,5.1989,9.2807,5.6047,4.2576,0.5075,7.1769,5.8296,1.3725,7.3032,8.6801,9.0615,0.6893,4.1205,8.0988,2.701,3.4765,1.4192,2.8394,4.302,6.3724,5.3413,8.6968,7.0552,2.95,6.7475,4.3353,4.7726,9.4405,9.0392,4.8659,0.7768,3.474,8.3895,8.4445,2.7559,8.6758,1.1301,4.1124,9.4717,5.8831,6.0477,1.7868,9.6913,9.1024,4.3326,0.3409,5.1375,1.6397,5.4233,5.4016,0.2072,4.5102,2.4595,3.75,7.0382,3.2788,3.1997,9.5415,8.7549,2.6322,5.0789,8.2071,3.8004,6.9106,8.5327,1.6727,8.4099,5.5298,7.8569,4.0065,6.4242,0.2657,6.575,2.0632,8.6646,1.0877,0.7534,0.7305,3.0949,6.0536,7.1567,2.6451,0.3991,4.1494,2.5438,1.1455,6.569,8.4601,8.3775,7.3079,9.2489,1.1953,7.3968,6.6844,5.2115,9.9283,8.9191,5.479,8.9031,9.9217,5.6147,9.7363,5.6692,0.8667,1.8693,1.2876,9.2191,8.8974,6.0635,4.0905,2.4861,1.3667,0.3511,5.4216,4.288,0.4223,6.7402,7.9547,2.5069,1.0419,8.1977,4.4412,1.9376,0.8679,6.7928,7.2474,7.0953,7.7876,7.5037,0.3757,8.1264,6.218,7.0107,4.3946,7.2283,5.7962,8.7082,2.4463,7.0593,7.5136,4.0004,1.8713,1.3935,3.6204,7.6964,2.8725,7.4114,3.8744,3.6909,2.3546,5.1085,3.7855,3.4012,0.5653,1.8802,9.8471,9.7717,1.6037,8.5358,0.6778,7.0956,7.0166,6.1248,0.0612,2.2175,9.808,3.043,8.5394,1.9638,9.6136,2.6545,9.3077,3.1977,9.6204,0.8202,7.5711,4.6883,0.883,0.65,8.7584,5.0193,6.6608,3.3357,5.7365,8.9028,9.6736,2.647,5.7869,2.15,2.9681,2.3135,4.8903,0.4946,4.3283,6.7522,9.3585,0.0634,9.4632,6.8744,6.5243,0.2444,8.5976
3.4514,4.4706,6.0166,6.7844,0.3373,7.8288,5.0997,4.0271,2.0139,4.5928,2.4571,6.8131,3.2072,4.0566,4.7036,4.5082,8.9567,3.5852,6.1862,8.8444,2.4199,8.5308,1.88,1.4209,3.7895,5.6048,6.0723,7.8063,9.4552,1.4252,0.5685,0.3833,2.8165,5.7228,4.1654,5.7409,9.7406,5.5059,1.9974,7.934,8.3233,7.0854,1.6406,7.9321,3.3583,4.1443,9.2944,3.088,9.5434,9.5049,5.2288,4.6703,3.0528,5.0955,0.6962,6.4495,5.9201,3.7434,0.1769,9.6204,0.7265,3.8687,1.5106,6.153,7.3925,0.358,9.2416,4.5455,6.6206,9.2396,9.3599,6.4352,8.5958,0.0499,9.6469,1.4354,7.5964,8.7601,8.2953,1.8872,7.5684,5.7491,0.0463,8.7399,5.088,5.3391,0.9147,0.9074,2.5282,3.7024,9.0156,1.1131,8.1882,2.2501,0.8158,1.1209,5.8146,6.6523,4.9048,0.9383,0.2184,5.6311,6.9611,1.9864,9.7761,8.9597,7.8231,2.8411,7.2276,1.7101,3.2755,7.0721,8.8696,8.4384,6.8073,2.8052,2.5429,3.61,8.9738,1.1664,3.9266,2.1504,6.31,1.8804,0.3388,4.2904,0.382,6.5127,0.0241,8.7175,3.9274,5.6322,7.1047,7.4853,3.3841,5.9753,4.0245,5.3107,1.6052,8.4084,8.6013,8.0106,9.0649,8.6676,3.3842,7.4456,6.2213,1.6684,6.6147,9.1164,8.7842,7.3345,5.111,1.2697,7.6215,4.8131,8.162,0.8206,4.183,4.2049,7.3605,3.7099,9.8513,4.2874,1.1706,7.8114,4.0645,5.0446,1.5154,7.8552,4.9665,0.0652,0.5653,8.1705,0.6574,9.8076,9.6292,3.3296,0.8711,0.5786,3.8385,1.537,2.3498,0.7967,7.0001,7.3041,1.1276,2.5635,8.3023,8.1845,6.5998,4.7679,2.4972,5.3055,8.4412,0.5606,8.7318,0.0214,7.1757,8.3778,9.3294,7.1428,6.3738,6.7262,9.6708,0.5449,9.7131,2.4055,2.9986,7.8585,1.1353,9.9465,3.3511,1.83,4.8398,9.9148,2.7234,5.615,4.1155,2.065,9.9082,5.4059,8.6932,5.001,8.0649,3.9726,5.0564,4.1837,0.7398,5.487,2.0181,0.8924,8.5314,7.0644,3.0101,7.0297,4.3829,1.7233,1.0233,7.0514,9.9498,8.9539,3.5343,6.4531,7.6179,5.2534,5.3215,6.2311,1.4769,7.1919,7.8127,6.323,2.5708,4.7296,7.2931,2.2597
9.5283,1.9449,9.5158,7.2091,4.5889,8.336,1.0841,8.3918,4.7299,6.2366,5.4883,3.8433,4.8896,6.284,7.5796,1.1707,8.2785,7.6681,2.7077,0.7479,0.3899,3.2462,3.7861,3.8019,6.273,6.4144,5.0097,3.1126,5.0821,4.1731,1.511,2.9726,2.3651,1.0844,1.1954,6.7169,4.2291,4.0976,8.7162,0.2017,0.5682,6.6266,5.489,8.0912,9.1186,6.886,2.0978,7.2186,6.7523,6.6808,1.3127,4.7842,8.574,5.8734,5.2457,7.2266,0.8869,2.5277,8.6454,8.6993,1.6535,6.36,3.4981,3.8169,5.9457,9.6386,5.368,7.2837,8.9958,3.7564,7.9413,6.3768,9.3,6.1502,4.5952,4.9967,7.5579,0.5089,9.465,6.4427,7.7859,6.4378,9.4369,3.5244,1.5235,4.7128,7.6193,1.673,2.2213,4.8749,1.56,8.251,4.9287,1.4011,0.5726,3.6987,6.7115,6.1151,4.9618,5.4754,0.0153,4.0318,8.8385,5.6638,4.3361,4.4985,8.072,5.2884,2.0275,5.7909,9.728,1.2051,0.105,1.2316,2.5525,7.1874,1.1789,5.9755,3.676,8.2385,0.4078,5.0688,2.7716,0.9575,2.0904,9.7692,7.4891,0.0223,3.3299,5.2453,1.7939,3.9487,4.8112,4.4013,4.161,7.0072,5.2915,3.2017,7.5126,7.4397,2.8798,3.036,3.6119,7.577,3.4618,1.3599,1.4683,4.5222,2.6708,0.7933,4.5478,1.0952,3.5695,5.1255,6.0599,5.947,9.4572,9.7273,0.5007,7.7137,9.4404,0.4769,2.5124,5.2563,2.6119,9.0669,2.1384,9.5338,4.0371,2.3345,6.0927,3.1238,2.7114,4.3662,2.2009,9.3651,6.6795,2.9864,0.879,9.9421,0.2678,6.4983,8.8716,2.0879,8.4163,0.0667,5.9251,7.6869,5.9006,4.1408,2.8953,2.6282,3.4894,6.1991,3.9155,5.6139,2.6491,7.5331,8.2183,9.7912,4.1201,3.7448,0.4575,1.2953,2.3456,9.8303,0.2758,0.613,7.4573,5.7758,8.2135,6.3441,6.6893,8.4039,5.6678,7.5113,3.8639,6.6468,0.4094,2.5962,1.2843,7.9997,3.4239,5.7624,7.7798,2.3671,8.7552,9.1673,0.7905,1.623,3.7862,8.2986,1.8309,9.8744,4.9686,1.124,0.4942,5.0756,7.5817,6.5624,4.0984,0.4586,1.8596,7.4782,7.898,7.0807,1.7332,8.9024,4.3502,1.9288,5.7496,4.4292,3.5062,5.0238,8.738,1.2566
3.3203,8.6827,3.1531,7.8922,9.1881,1.0711,2.5359,2.5303,2.0762,1.6707,8.1067,3.6146,2.6252,3.1494,7.1312,7.0433,7.8141,4.7219,4.1842,5.6874,4.4196,9.2924,9.0145,3.5114,7.5369,9.7136,0.0372,6.1381,7.4809,9.5968,8.2837,5.2861,2.5437,1.8812,1.702,9.7908,2.8879,9.4225,2.2392,7.4733,5.4784,7.1491,7.9524,6.917,4.5719,1.9485,0.0848,0.2252,5.5721,8.4072,4.6769,8.2862,2.091,6.6381,4.8669,7.1706,0.3845,6.6094,2.6296,6.1659,3.3471,6.6833,0.3023,7.81,2.1731,0.9248,2.6275,1.9351,5.6377,6.3143,6.7859,8.331,6.1335,3.0338,0.0497,4.4772,3.2486,9.7161,2.6407,4.7489,5.4918,7.4373,6.5066,3.3952,4.2061,7.8754,3.8893,9.4139,3.1375,5.6789,1.174,9.9121,2.7507,2.4556,7.0754,6.7476,8.4193,6.1429,1.3453,4.0994,3.5955,4.8849,2.7059,1.4405,2.0484,4.782,3.1489,7.5013,1.373,2.5812,7.8808,7.7653,9.0784,5.2708,5.4281,6.7716,2.6318,8.4388,6.5028,0.4199,3.5796,9.4906,4.9314,3.1621,7.6808,6.8386,1.7483,8.8291,5.0044,3.2437,0.7764,8.2645,0.132,5.8645,1.3752,7.4637,2.7061,3.1024,8.6249,8.6065,2.2495,5.3948,4.1257,8.3852,8.9538,5.696,2.4407,7.4185,2.0921,8.6442,1.1878,9.068,3.2335,8.2679,6.6358,7.1768,4.8951,8.0534,9.3096,7.0298,4.2511,4.4877,7.487,9.9832,1.0294,6.9905,0.6824,2.8149,8.7163,1.5151,4.3358,2.2293,0.7695,1.5745,4.3141,9.1503,7.7973,6.9222,0.154,3.0795,6.5384,5.3823,8.0573,7.0522,9.3101,3.9571,1.1677,6.3002,1.8688,8.936,2.913,4.5858,4.9866,1.3096,5.9044,3.9427,4.05,0.6598,0.554,2.5144,6.2886,0.2963,6.0516,9.4548,7.6368,5.3607,0.1643,5.8049,6.7162,1.8339,7.1083,2.3584,8.5251,2.8382,3.8718,3.6336,2.9057,0.5208,3.7304,9.8782,2.6987,0.024,2.2902,7.4541,8.3865,0.2331,4.5272,6.0685,3.9145,4.4437,6.8312,6.0416,6.5582,2.0842,1.6763,8.6225,2.4403,9.5588,4.4439,7.3926,0.7245,7.1531,6.452,9.7797,2.2799,1.5578,5.1754,2.4373,2.4426,7.9412,0.9526,0.4612,7.4665,6.0595,1.9761,6.7435
7.3391,0.7065,4.0497,9.4548,5.6072,2.3308,8.8587,9.9964,8.6894,9.7645,7.6403,0.9694,0.2159,2.167,6.8302,4.5688,7.3376,0.0438,8.584,3.6381,5.6332,0.7288,3.1837,5.7517,9.704,9.1278,9.7924,6.0526,7.9929,6.851,8.0042,0.1752,0.8178,1.8187,8.51,4.458,7.9349,9.6861,8.6454,6.185,4.8945,5.8303,5.3348,2.7926,4.1021,1.4136,0.8804,1.0419,2.7214,5.2768,8.1956,6.6007,2.2267,6.6293,7.2061,2.1261,8.816,4.4591,1.3008,3.1511,8.4403,5.801,9.929,8.0408,6.9192,1.4562,3.6449,3.623,1.3335,3.7231,6.6797,5.8872,1.3325,8.1867,7.2074,1.4765,1.1298,8.1331,7.2983,3.4701,7.5937,9.0102,1.5226,9.0373,5.5644,4.5202,9.3059,8.774,2.6956,3.3202,7.7182,2.9977,8.6663,1.6977,7.9042,7.3204,8.7734,9.927,9.6661,5.943,2.4407,4.8421,8.4476,8.2514,9.713,4.0691,5.5423,5.8367,4.803,7.9131,4.9327,8.0529,0.131,6.9815,3.8267,6.3742,2.0836,2.6082,4.8801,9.1809,2.6737,4.2052,7.1901,8.6242,2.1523,7.5582,8.9194,0.3462,8.3089,2.3073,6.3717,0.3898,7.6812,7.0471,8.8176,3.8945,8.6174,9.0282,9.4413,6.1195,5.0767,9.3423,0.8362,8.066,6.6896,3.1839,3.6444,2.8844,5.6612,7.8922,3.7951,8.8053,0.9467,4.5257,1.5959,4.4916,4.1075,1.3433,3.289,2.819,7.976,2.8118,5.7697,1.7346,3.4009,3.4051,8.3091,8.0267,8.7698,7.8108,1.9628,6.2349,3.5767,2.1078,4.9965,8.6468,9.9521,4.5647,9.1334,6.4671,8.2602,4.9973,1.8456,4.2053,6.6622,9.4108,1.9395,5.3876,0.4185,8.5801,2.2049,5.4018,4.2378,4.1291,6.3534,9.2029,0.847,2.3522,3.9255,3.592,8.4383,0.0392,0.0367,8.8671,3.6505,1.2418,2.0317,2.9304,2.8381,6.3602,1.2928,7.7757,0.1374,4.9963,5.3992,0.8826,9.3791,1.0366,3.8618,9.9402,6.2212,2.6769,0.0091,5.755,1.2703,2.5137,6.8543,6.0312,5.969,1.6795,4.0758,7.2138,7.2911,9.8073,3.093,6.2259,2.7721,1.6455,4.6493,3.8775,9.3702,0.1065,0.1921,9.0471,4.8725,1.4462,3.2525,3.2545,4.2807,4.3351,0.4372,7.6343,0.1406,1.7247,7.086,6.2942
3.3938,8.3459,4.6066,3.6327,7.9951,3.8063,2.8114,3.3832,3.2762,3.7753,4.4877,6.0831,4.693,2.5783,2.2031,0.0491,3.1209,7.8745,8.0374,2.6132,2.4948,1.6319,7.1899,1.3092,4.1463,8.6855,0.8467,7.1078,6.1822,6.4837,0.954,1.2643,5.646,4.2884,5.736,9.9984,7.0926,2.9148,8.8907,3.7145,9.7503,3.2846,0.6773,1.9871,1.8871,1.6265,5.3757,6.8473,2.0099,2.1041,1.9505,6.4468,1.6885,3.0188,8.8149,9.0979,5.5383,8.7282,1.7662,8.2697,0.511,4.249,1.9109,3.6448,5.6501,7.85,1.0498,8.799,0.1541,4.4366,5.1154,7.2949,5.4457,1.3664,3.2071,2.3367,6.4003,3.4735,0.3308,3.2866,9.2683,0.8665,1.064,6.5376,2.1305,7.0235,9.0434,6.49,0.1411,4.6694,5.9178,2.3155,8.2418,8.4762,0.6943,0.0756,8.2795,8.5482,2.0207,7.1571,1.7061,9.2561,9.8536,8.8806,3.9932,1.8167,1.3687,8.3959,7.7958,0.8289,8.8537,8.1569,3.2007,4.8044,8.627,7.0822,4.4243,2.4237,3.1942,4.0691,1.2233,4.2572,8.0741,5.4081,2.0304,0.8876,0.63,0.7407,7.0503,1.1963,6.7147,0.801,0.0897,4.325,5.0335,4.9853,4.6419,5.3192,9.3115,8.7835,0.1826,7.4858,3.3025,6.9114,0.04,3.0897,7.7227,1.6423,6.6499,8.2122,2.1808,5.5436,5.6746,2.6429,9.9454,6.0376,6.3814,6.79,9.6805,6.4899,7.6407,7.3066,9.4179,9.3843,1.232,2.3295,0.4707,8.7379,5.6122,5.9178,2.5831,0.1313,1.1287,0.0475,0.1699,7.3634,4.6572,3.4138,9.6508,2.723,7.7941,2.0378,3.6942,5.0013,6.0071,9.0766,9.7992,3.5606,5.1714,8.1685,0.7463,8.1374,0.4759,9.8387,9.6667,9.8938,3.492,1.7977,3.5143,3.989,3.1957,0.8715,8.6407,2.0589,9.8541,7.0176,2.4116,7.5863,4.059,9.1849,0.8007,8.3331,0.4334,0.666,7.4899,3.1224,5.7356,6.9826,0.77,7.7035,7.967,5.6664,2.1122,0.0196,9.4579,5.6038,0.343,4.5509,7.0362,9.7079,5.8513,5.0041,7.1747,6.1857,1.6081,6.8722,0.2662,5.5531,5.8881,7.9492,5.4248,6.7104,7.4496,5.7988,3.4889,7.9713,1.5603,5.7721,3.7317,6.2317,9.8073,8.1643,5.1192,7.9299,0.1636,4.9786
1.0178,1.3153,7.4641,9.268,3.5224,1.1926,5.5665,8.4725,0.699,6.3541,7.1425,9.3895,5.0371,4.8286,5.2807,4.83,6.1565,7.0533,5.1768,5.4361,5.0991,7.4196,2.1639,3.0072,1.5812,9.9476,7.028,4.1412,8.5709,7.7471,7.4294,6.772,9.4687,7.7886,1.5514,3.4315,4.1382,4.9115,3.2906,5.9331,5.4908,7.0935,3.5105,4.0808,4.1692,3.7721,6.2646,4.4979,5.477,9.9501,7.8469,7.2743,0.8793,3.0313,6.3413,4.8737,5.123,0.1567,3.1286,1.542,3.5681,1.1001,3.9397,8.0706,9.7338,4.9125,8.421,4.7422,8.6023,3.8193,1.0897,7.5708,5.1824,1.5685,4.5467,3.4114,6.9656,8.5357,5.2231,0.3772,2.8227,0.9738,0.7609,4.0048,1.0404,1.0598,9.6207,3.943,6.9634,2.7429,9.6719,6.6082,5.1605,0.1051,0.6528,0.6968,8.1355,1.633,7.6372,5.787,1.5873,2.6885,2.9463,9.6286,8.3453,3.6043,0.1336,1.1214,3.4366,4.4707,6.3675,0.8633,4.898,1.42,0.8281,7.191,0.8962,1.038,1.5862,7.0466,1.3682,9.5875,6.1534,0.8058,6.6328,6.7922,9.7436,9.33,9.9307,1.0165,2.8301,1.4631,6.729,2.3302,7.2856,5.9087,2.9732,6.7312,2.4497,0.9313,2.8162,4.2187,2.3157,9.1809,9.4741,9.0474,6.4903,0.7551,6.9522,2.0076,8.9478,5.0033,9.2861,6.8294,4.0285,7.6091,7.1079,6.7854,9.5941,3.6169,2.7369,1.4151,5.7825,8.4135,4.4267,5.3264,9.3629,9.1535,2.6146,4.4772,2.1987,0.4969,3.6952,8.1825,8.5694,5.5112,8.464,5.0209,4.0171,5.6764,0.8627,2.7057,9.7281,3.3235,6.8434,6.101,7.6957,2.979,5.8454,5.2737,7.7865,7.0477,6.6017,5.438,8.5028,3.6592,8.1525,0.6613,3.2616,9.5268,8.0538,6.2198,5.9542,1.6199,5.3224,3.5263,3.4614,4.5324,6.343,3.4596,7.8382,8.5166,4.1292,7.013,9.6509,8.0666,0.781,4.1901,2.3421,2.9761,5.7213,3.9087,7.361,4.4974,6.8532,9.0771,6.8471,3.8537,3.0417,0.4355,1.8064,9.9367,5.1338,0.3757,1.6359,7.2913,1.1857,8.5681,6.9997,0.2575,0.3877,9.722,9.5354,4.98,1.5666,0.9522,4.8173,5.8325,8.0127,9.0785,6.0542,7.0854,8.7184,0.5851,1.2473,0.9955
8.0829,8.1101,5.3935,7.1703,5.9453,6.3192,1.4906,1.0299,8.886,9.7243,2.4288,5.1883,8.7911,0.7917,4.4298,2.0379,1.871,5.3139,2.7817,6.901,7.3534,4.7859,6.9936,3.7838,6.4894,1.8751,8.3398,7.4898,2.1761,3.7905,6.4786,1.5018,3.434,6.1274,8.6149,5.2726,7.84,1.5387,2.4882,6.2327,4.7576,3.4704,6.2624,1.0391,6.1835,2.893,2.8138,6.9214,7.2653,8.7486,9.8174,1.2888,3.8689,4.2458,0.1321,1.493,4.4719,0.4275,9.7353,3.4344,9.922,2.1215,5.2274,1.411,3.0496,8.3117,8.9106,1.7072,8.9064,2.066,3.9378,2.4497,9.4624,1.0933,9.7408,7.2248,6.9658,6.4601,7.9239,8.0692,7.2727,7.1936,6.933,7.8377,8.8061,2.2068,9.9274,3.2279,6.6947,3.1945,3.273,2.6325,3.4239,0.3362,4.6183,1.8198,9.0604,5.3877,8.4727,9.7615,1.0152,0.5204,4.4214,3.2964,4.2899,3.3971,5.061,3.3954,9.5647,8.8406,8.0405,0.9802,2.1779,8.1151,2.649,5.1909,6.8644,2.0821,3.1387,0.1981,7.7976,4.6653,2.2233,6.4682,9.1385,2.3445,3.7432,6.4675,0.3169,0.9359,8.8332,6.4752,2.5637,3.9874,4.6567,5.442,7.686,7.9636,4.7333,7.5317,9.4923,6.536,3.2365,9.6313,9.5431,5.8236,1.5603,2.9736,2.7115,1.9043,9.8299,9.0285,0.4434,5.0271,9.3965,9.3123,6.7213,4.6295,4.3815,4.3035,5.7012,1.9542,7.7467,4.9065,3.7202,2.1108,8.9321,9.209,0.7434,6.3092,6.243,8.3627,1.0403,2.5999,2.28,2.395,6.8942,5.8172,9.9173,5.8952,0.4077,7.1808,4.2458,6.1213,9.0033,2.7033,8.326,8.5478,4.6085,3.9269,4.4925,1.1166,7.8119,3.7207,8.4014,2.8666,7.0582,9.4648,9.0873,4.9345,1.1515,1.8302,2.0612,3.0354,0.3848,3.4062,4.5779,5.1819,2.9778,2.9783,8.3023,8.6218,6.3922,9.5514,4.3083,6.0109,9.793,8.9823,7.0775,5.2568,1.0365,0.3721,6.4123,0.6936,6.4482,4.8345,3.088,5.0734,0.3675,1.2148,9.8402,9.1046,6.7553,9.0195,8.0365,1.4211,3.4293,1.6612,2.6783,0.892,6.0291,7.4178,1.6482,6.1334,8.0455,9.4814,5.5966,0.6865,5.4121,1.953,4.6844,2.1828,8.0882,8.255,2.626,1.5633
8.1365,4.8684,0.069,7.7384,2.2488,6.2615,3.1625,7.8834,8.9611,1.0208,9.1656,0.2658,9.5889,6.776,5.2809,0.7219,0.5741,5.8172,6.095,7.9867,2.688,1.3298,1.4147,6.1957,4.2479,3.729,3.7418,3.4445,1.9776,6.5014,1.745,1.2137,2.5058,7.8647,9.0779,3.9575,5.0235,5.7796,2.0124,4.6245,0.6684,8.9287,1.0875,7.5324,8.9945,3.6121,9.7252,3.6547,9.1849,5.6729,4.268,1.9385,9.8529,6.6562,2.7897,6.5852,6.9452,5.122,0.7071,1.1563,4.3474,7.0155,6.8898,9.7028,1.3715,5.9585,1.3533,8.2562,5.5581,9.4888,7.0877,2.7612,8.6525,8.2011,0.7286,1.3822,6.4595,0.1344,7.9735,4.6347,2.5383,4.8906,8.5456,7.8442,3.3377,8.6429,8.9214,6.6708,5.1047,7.8799,9.0,3.0864,1.1892,6.0079,4.2881,9.2475,4.5087,9.9808,9.6435,5.0198,8.2651,9.7726,9.6681,1.8815,3.1961,5.8462,4.8136,3.3568,5.8804,7.6361,7.3057,3.8692,7.9137,7.2357,1.3671,3.3264,0.0285,6.5419,4.4246,6.3833,2.9612,9.2962,0.0234,5.5937,1.56,6.2149,8.074,8.6516,0.6056,2.8363,5.707,9.7277,6.9606,7.8701,0.7544,9.7532,3.9986,9.9726,3.2276,9.2654,5.1721,2.8766,1.0881,6.8755,8.4792,0.2033,0.7022,8.2778,0.936,2.8011,3.2495,6.7451,2.9725,9.458,3.9683,0.923,5.1244,0.1746,6.6084,0.4799,1.9569,9.725,4.7758,3.5317,7.9487,4.6742,0.095,6.9824,2.5977,0.8591,7.6511,3.775,0.5552,4.4428,1.6942,8.9485,8.2733,9.0017,5.4103,4.5672,5.8297,2.0287,7.0123,3.1857,2.2712,2.84,0.9119,1.1479,9.0473,6.7578,0.659,5.2192,9.3222,6.2137,5.185,5.6671,0.659,0.719,0.0242,7.8892,5.0364,0.2007,5.8773,7.9591,2.9918,6.6846,4.8284,2.7166,1.1651,0.3973,5.2808,1.8169,7.2187,8.3801,0.2116,4.8617,8.5663,3.3522,9.3181,3.3007,6.669,8.5077,6.6593,8.3957,8.6112,9.8161,1.9601,9.6012,9.2634,7.7775,5.763,8.772,2.9254,2.3002,9.8777,4.084,7.0366,4.803,5.232,9.8189,4.2669,4.4468,8.9961,4.1998,6.6916,4.5773,5.4684,8.1489,2.8809,7.5888,9.4582,7.4589,4.0795,5.2443,7.7465,8.0819
3.6304,4.2068,7.0331,8.333,0.7953,5.2319,4.3238,2.9284,4.8327,7.4125,5.1482,8.8049,5.8216,6.7101,1.0812,9.9062,4.3425,7.4265,5.3566,4.585,8.295,4.5335,8.1306,6.1304,9.7146,1.9759,7.5881,2.8502,3.8906,6.7002,8.4343,4.2,5.2474,8.1299,0.2771,8.144,7.4716,6.4386,3.211,8.6161,0.3855,2.7613,1.585,1.9315,8.0492,6.6598,4.0088,0.8898,5.4321,2.0862,2.1106,7.9447,1.4944,3.9193,2.0237,0.053,2.7187,0.8999,0.0884,9.169,2.82,7.6514,8.292,9.4655,0.6674,1.3963,9.7493,7.6395,1.4169,5.9956,4.1293,7.2133,0.5698,4.9228,0.4537,1.453,5.2183,5.4401,4.3036,9.9386,0.8701,2.4069,3.9826,9.798,2.206,4.3445,1.8366,7.9995,0.1458,7.3848,0.3966,2.6654,4.2477,8.4698,6.2347,0.0119,5.9158,5.7221,4.1555,9.8418,5.7485,7.9336,7.2077,7.2812,1.2465,4.3964,6.32,2.1334,4.5926,7.6722,4.153,3.6316,1.6133,6.0134,5.5724,8.2541,5.5543,6.4662,9.941,5.9346,3.8629,6.1675,8.2898,7.5026,1.6449,7.6683,9.356,9.2939,8.4692,9.6129,8.2976,4.7059,3.4228,6.1659,0.1368,3.2159,2.7096,8.8979,2.0478,8.6869,9.0496,2.1635,2.8685,8.6523,3.9871,2.5154,7.1434,7.4549,2.5799,0.9036,1.9732,9.3017,9.7896,9.404,9.7399,2.1188,3.2881,3.3326,8.5395,2.0971,4.6454,0.7425,5.4094,6.8635,5.3053,4.5018,6.4421,0.9289,0.3397,2.3724,3.5885,9.9876,9.1764,3.2908,7.7219,5.7731,9.2861,3.2495,5.4445,7.4524,2.8309,4.4502,1.6931,1.5535,5.4914,5.2428,2.3101,8.3936,0.8122,0.967,0.9531,7.7376,6.7907,8.1542,8.0059,5.7207,9.8907,4.5312,8.1313,6.7333,9.766,0.0656,1.4627,4.5348,2.6689,8.5228,7.3858,7.937,1.0041,6.1778,2.8875,2.5301,0.0134,2.7671,4.6813,4.7795,9.3816,4.2134,0.0859,5.1718,0.3023,9.9938,3.5832,8.447,1.1953,2.4849,1.5362,7.0768,4.6776,3.0397,7.9549,7.9607,8.6195,4.0271,6.6602,7.5683,8.3798,3.623,7.8777,1.285,8.7923,8.7808,2.4973,9.1817,7.3843,7.3436,3.7007,4.9139,5.699,2.9102,2.7643,6.0504,1.3186,8.3794,8.2807,3.2769
