0.8378,6.5773,4.4243,8.1958,3.2692,2.9178,9.4803,9.4092,9.0587,0.58,7.7213,4.1854,4.2488,7.0826,9.5089,5.8216,7.1498,5.5209,8.9664,8.0209,4.4438,5.2209,4.1471,8.8282,1.6874,2.5886,8.0772,8.6039,1.5631,7.37,3.8686,8.2879,3.0416,0.7586,1.856,8.2244,8.8849,0.5258,2.2388,8.7961,0.8314,9.3305,2.5841,6.0726,5.1294,1.8033,6.2894,2.9864,5.6666,8.553,6.595,8.6701,1.7558,4.4327,9.4323,4.9961,6.0649,6.8926,4.2153,0.2098,8.809,8.1533,7.9747,0.8843,5.2526,6.2215,3.6975,4.1823,8.3573,6.2674,9.4314,6.2112,3.3876,9.5255,8.2172,0.7857,6.054,5.3102,4.015,1.8056,0.1348,6.2776,3.3693,8.8181,4.5,8.7888,1.076,7.5546,1.4385,9.8337,1.5633,5.4629,1.9552,6.0917,2.9687,2.4279,8.9823,9.3341,3.1733,7.7993
5.903,7.3461,1.6563,3.4723,4.364,6.8415,0.301,2.3291,2.7281,7.0843,1.3346,0.1009,6.3791,3.4993,6.7111,9.1762,8.5769,7.3348,4.8289,6.009,5.8115,7.7056,1.7676,7.2305,0.1292,1.5324,3.691,8.9772,1.8595,9.3063,0.2552,0.0429,5.3748,6.0032,9.0182,8.8176,3.2063,0.0282,2.0149,3.0741,3.3595,6.1573,0.2891,9.8495,5.2266,8.4606,8.6571,6.4106,1.805,1.4918,0.4754,5.6359,6.3482,5.2738,9.7455,9.4072,9.5002,8.1026,4.8983,2.3881,1.6876,2.7708,7.2914,4.5704,3.1543,2.3936,1.8287,2.5056,0.2053,6.9005,0.2276,0.4811,0.5467,4.043,5.0844,5.7907,8.3126,6.0852,4.0275,1.9609,0.4866,0.832,0.5842,9.4012,1.4871,7.809,1.9909,4.2931,4.9679,9.0012,5.1279,8.5667,4.4812,9.1492,9.8744,8.9012,5.5577,8.0003,4.0106,8.0479
6.2563,4.7087,9.6598,2.825,6.1905,1.5401,7.3541,3.6385,9.8886,2.5653,4.8569,4.7592,3.9926,6.6925,0.3913,4.8884,7.8007,3.7664,0.6457,1.6328,1.6374,5.3249,8.9411,6.6497,6.007,0.2978,5.3943,8.0609,2.1075,2.9468,0.0318,7.7528,8.9878,6.5125,6.6384,3.5383,0.1056,5.4454,3.7439,9.3656,1.6742,8.8918,2.5494,6.1084,1.6023,0.5952,0.1066,6.5929,4.864,7.6884,1.6288,2.7024,7.5204,0.5752,4.4706,8.7213,2.331,2.4734,7.7443,1.9546,2.5966,6.3779,2.516,2.5873,6.9497,6.6124,6.8082,6.1798,4.6348,8.2284,9.1041,0.1321,9.4964,9.3754,9.2917,3.0471,2.0373,8.4003,6.4912,7.6597,5.2522,8.9286,4.9882,5.2164,3.8404,7.9813,3.1765,5.3171,4.7001,0.0033,1.5058,1.8937,4.5789,3.8675,9.1596,7.9245,7.2121,2.1629,3.9665,5.7861
2.0637,7.0976,2.8095,3.0903,5.1462,9.5898,3.5357,6.8823,5.156,2.7446,6.511,6.4399,8.3384,8.4195,2.2659,7.8624,9.1467,8.9186,0.5841,8.0035,4.752,7.7319,6.5587,4.9771,3.1814,3.9899,0.6467,8.6724,4.2106,4.0394,1.5797,6.6108,6.6962,6.0484,9.3236,0.5739,4.4921,5.1936,8.4304,2.9393,9.9163,9.5211,8.626,5.1588,1.9373,3.384,7.7911,4.9819,4.0324,3.3148,3.3209,2.9303,1.1823,7.4505,6.9855,0.1721,1.6458,5.5772,9.2073,0.0818,2.2918,7.324,9.1008,2.6256,1.0176,2.8003,7.3062,2.4712,6.22,2.8618,4.1693,3.3917,8.677,7.0365,8.1645,0.1628,0.4696,4.1559,7.1494,2.5987,4.3126,3.822,6.2397,8.369,4.9977,8.9689,0.8912,0.7029,3.7645,0.3188,1.1506,9.6062,7.4284,1.1388,0.6493,6.6841,5.149,5.8069,3.3723,2.4963
7.9464,8.791,1.5543,5.1707,4.0381,3.743,5.5336,7.0295,0.0515,1.1126,0.6686,2.8555,6.1587,6.3352,6.7887,6.5837,4.4462,3.3103,8.2804,0.3522,0.1595,0.4544,9.7483,7.2994,5.6221,4.3491,7.172,9.5184,6.594,5.4094,4.9117,4.0848,7.0975,8.7203,2.4606,6.7103,2.6198,8.4762,9.7996,2.8948,4.2548,8.913,4.1706,8.9544,8.5102,7.0431,6.3759,8.5971,9.4921,7.6001,2.5614,4.0088,0.3968,6.7332,5.6343,5.9542,9.3167,9.1122,3.984,6.405,7.9461,7.9387,1.8783,5.4918,8.9426,6.1416,5.0155,2.832,0.7536,5.4432,6.0361,0.4305,5.5157,5.025,6.1118,8.3153,5.1185,6.0966,9.6972,4.5537,0.4785,3.2997,8.3486,4.8174,3.1693,2.6123,4.9806,0.3353,7.6609,0.8081,5.1544,9.191,4.3585,5.6025,4.3032,9.9488,4.641,8.0703,4.4596,4.4328
3.7204,0.0343,9.9011,3.5724,9.2408,3.1203,2.9338,9.5139,5.3374,5.686,7.3804,2.6087,8.3893,4.3914,4.1694,4.2871,7.5892,2.5122,1.9519,8.0503,4.1988,2.1025,3.2713,4.3078,1.798,5.6657,5.6529,3.7855,3.8573,9.0805,2.7398,4.5733,2.9251,7.7674,2.9897,1.3141,7.1096,8.4853,2.5905,7.2011,2.8616,1.2692,7.7035,9.4456,6.2795,3.5944,3.2575,1.1199,2.9469,9.0454,9.4818,2.326,9.1329,9.7114,6.672,1.857,0.2129,3.7981,9.8102,8.5237,5.956,2.5962,5.3627,1.3656,3.1607,6.9239,4.763,9.6175,7.4982,1.4869,0.6035,4.0298,4.5074,4.6589,0.077,7.9659,2.0345,6.7372,0.4331,5.3723,5.1412,5.217,2.072,9.9593,2.5985,3.9182,1.4281,5.9213,9.3483,5.5547,1.9091,9.4266,7.0193,6.4303,5.327,9.3501,3.8101,6.5897,2.0168,3.7162
1.1057,3.8756,7.0413,4.3259,3.865,4.3232,7.871,6.8962,1.8415,8.5773,4.9598,2.9272,9.8455,4.952,0.7615,4.6674,1.8628,2.658,7.4388,3.6052,6.8268,3.7653,6.4662,2.9555,2.0732,4.8075,1.0207,1.0662,0.6859,7.0875,3.748,2.5384,6.7178,7.8971,3.4908,3.5742,0.8683,6.1794,8.8742,0.9247,1.8638,3.5246,8.3053,8.5867,6.2691,6.8016,0.4579,8.3993,1.1839,8.6338,8.2536,9.1113,3.1979,7.9198,0.1328,2.4918,6.9445,6.3568,0.8908,6.5045,4.1782,3.1381,1.6796,0.7455,6.5649,0.6749,6.4517,8.5217,5.469,2.1752,5.8335,8.1604,3.5478,3.2343,1.1316,2.9342,2.2196,9.5912,9.6145,4.5111,6.9657,2.3823,9.1846,3.6812,2.669,1.8472,4.0634,2.7813,8.7043,5.0077,9.0601,9.6797,1.8284,2.4623,1.0685,1.6741,8.5422,1.2574,2.0787,9.4302
7.2446,7.7859,6.2948,4.9929,9.4427,0.1677,5.6888,9.4565,6.9013,6.07,8.7151,2.0501,4.8747,0.5653,8.2772,8.917,4.3262,9.7281,3.5886,7.5619,9.4592,0.8917,7.2744,3.0935,9.6627,6.5309,6.2628,2.9562,1.8514,6.1549,1.922,8.3009,7.372,0.7158,1.4457,9.7257,9.3692,7.083,0.7028,8.1943,7.4662,7.6653,3.9759,7.5063,9.1561,6.6587,7.2332,8.7613,8.921,8.1619,7.2989,5.7435,7.9906,4.0693,8.7042,5.4854,1.9732,6.1429,1.6641,7.6403,3.1823,0.9289,8.0651,5.919,0.0744,4.3937,7.3998,4.6521,3.2907,5.3629,0.5535,6.6955,9.4944,3.21,4.9571,0.7615,7.0904,9.025,2.5252,7.8256,0.0108,0.2448,7.6526,0.0838,2.9172,4.4787,2.075,6.9201,8.2249,4.0951,6.0513,3.3073,7.6452,2.1518,3.8172,2.5694,1.407,9.272,4.6016,2.353
2.5646,0.3267,4.8759,7.9058,9.9397,1.4376,5.1468,7.9431,3.8823,1.6807,5.869,5.5186,4.6126,0.5156,5.166,9.4969,5.5001,8.5727,1.029,7.9606,1.8509,8.3393,4.4832,1.4982,3.4376,4.5604,9.9814,8.7721,5.8889,9.1522,3.6703,5.522,8.769,8.0489,8.3777,4.2968,7.8716,9.2038,0.285,0.1052,5.2837,0.6026,0.3509,8.0375,7.6172,6.4702,4.2069,3.7632,6.0103,6.5596,5.1199,1.0056,5.8854,2.0974,1.4576,5.4747,5.0898,0.1939,9.4364,7.6185,6.0083,6.8683,7.6204,2.1013,1.7043,0.2499,4.9638,2.256,4.184,9.6671,8.924,9.7542,9.2524,2.0692,6.6649,2.438,3.1338,7.029,0.7579,0.5706,3.2063,9.7991,2.2502,7.7837,5.613,1.9641,7.6471,4.0742,1.2282,7.0251,2.4958,4.5774,0.5951,4.1761,3.1294,4.199,4.9229,2.4352,6.8013,0.1465
0.4326,6.587,0.5946,5.685,1.0951,7.6885,4.0679,3.5106,4.3357,3.9108,2.6186,0.3796,5.9931,3.1647,3.7449,6.1134,8.3895,2.8613,2.4353,9.7298,1.136,6.6218,0.1279,6.0445,5.93,7.0206,6.8408,2.9322,7.0758,0.0101,0.0341,7.7173,4.2069,9.6465,0.1666,8.0502,4.7623,4.1568,0.4647,9.1639,4.9381,3.2962,5.0595,8.9194,3.9054,7.9212,9.2472,0.4324,9.3687,8.6224,1.7132,4.4204,5.8415,9.541,9.1051,1.7473,4.6488,9.344,7.4932,1.3756,5.1941,4.6842,1.1305,3.163,3.9132,9.5067,7.3765,4.0189,7.8329,7.8608,5.7207,0.2881,9.1978,5.338,9.1237,2.2112,5.163,8.3869,8.1454,1.8346,0.8295,8.5019,8.7573,7.2778,0.4735,1.0406,2.9115,2.2279,6.4277,4.9437,6.1544,0.452,8.2322,6.6631,7.6845,0.3721,9.1779,6.7925,4.4713,9.5808
