2.0905,8.6646,9.567,4.9294,0.0717,6.1534,2.4269,8.9494,4.8074,6.8264,8.5048,2.0462,9.0274,9.3702,3.1703,1.4845,5.1921,3.7305,0.0773,6.4155,3.6445,8.3658,2.4951,6.5735,4.9492,2.5602,8.2331,8.4099,5.9476,1.0477,6.2309,5.9412
8.7989,4.9287,2.0529,7.0204,9.0561,5.0578,9.0839,6.2373,0.9973,8.8057,9.8709,6.8275,6.7969,3.7357,5.903,6.8743,7.3808,7.052,5.2171,1.1311,8.1016,5.3216,5.709,1.2327,4.6607,7.0381,7.0429,0.8488,2.7435,6.5895,9.1773,1.7999
9.4018,3.6905,7.3966,4.5297,3.6297,1.0229,3.9205,3.834,2.3998,7.9067,4.7231,5.7294,2.7436,3.367,9.8713,1.3468,6.397,1.6294,4.3476,7.0728,3.5208,3.1493,0.6224,1.9523,8.9875,9.666,1.034,3.6863,4.6705,6.707,8.5725,0.058
8.8552,9.8468,8.472,5.6068,3.5888,3.6908,4.3362,7.3302,4.8859,3.6993,3.3499,6.0548,7.6553,7.506,6.7822,2.3769,1.124,5.3759,9.5893,8.1997,2.187,0.4274,8.5772,7.5,2.4761,6.8383,7.9558,8.3407,2.7448,3.2799,7.4699,4.3441
1.6005,4.2043,4.9801,0.9411,1.6876,2.8895,8.5432,5.8739,0.6233,6.3321,7.2102,0.6405,3.8528,2.9156,3.2771,6.6617,6.5559,5.4257,2.6543,5.0822,6.4661,4.1294,8.607,3.1899,5.6174,0.0642,2.041,8.1904,9.9752,0.6962,9.6357,7.1629
3.7565,0.1287,7.4037,8.4119,4.7995,1.9191,0.3163,3.7407,7.4625,1.7517,7.1342,9.3894,8.9142,9.7304,8.0751,5.3242,9.9682,8.3844,7.9007,6.4259,0.4255,1.6614,7.0216,6.901,6.1169,8.2611,6.5769,1.501,8.0461,0.7113,1.737,1.9376
8.7373,3.3069,4.4441,9.7296,6.0329,3.6914,2.3138,1.9563,3.2761,4.3095,4.4449,8.8136,1.0285,2.8805,4.0862,3.5542,9.5554,4.1357,7.3971,7.338,6.8172,4.7119,2.5055,1.9535,0.204,3.8145,0.6361,8.9341,4.7942,1.6792,4.2087,1.3823
2.4092,9.4578,7.9881,7.7471,6.1188,3.4507,7.4836,4.266,3.5143,0.8845,2.2959,6.5586,7.2245,1.4493,2.8188,8.439,9.615,4.8516,6.4817,7.4016,5.4045,2.8385,5.7388,6.5499,7.2912,8.0065,9.1798,9.8009,6.8037,9.0202,4.627,9.6825
5.1414,4.2985,3.0291,4.4201,8.706,7.9377,3.7606,0.9117,5.5622,4.7077,9.4832,3.5908,6.0667,4.1727,0.8121,4.3323,3.2851,1.6418,7.3568,1.7996,7.7873,1.0055,2.5462,3.8038,8.1865,9.7809,1.9084,2.1796,3.1685,6.4447,9.6424,4.6069
2.204,4.0721,4.4525,8.8217,8.8034,7.5198,2.216,0.6543,8.5011,5.4149,8.4908,7.1632,8.5396,4.8843,3.4369,3.1369,5.3213,6.4194,7.6178,2.9557,2.6243,6.3965,4.586,0.5207,0.5652,0.1926,5.3434,3.9292,7.3998,1.377,4.0632,0.2856
8.3891,6.8621,1.679,3.8945,1.7914,7.6226,8.3985,6.8606,8.8103,6.7147,6.3195,8.3351,5.865,3.4241,9.6047,9.5193,9.0535,5.8962,6.0474,2.4089,7.7407,3.2883,5.1945,9.3533,7.744,9.9567,7.1101,1.9787,7.3836,0.529,6.57,5.6057
2.0666,9.0371,4.8575,3.6858,6.845,1.6787,1.241,2.7897,8.1573,7.6157,2.2123,0.12,9.1052,9.8054,1.618,5.647,7.1969,3.8434,6.0264,0.1286,7.54,9.4042,0.4427,1.0831,1.6417,7.8317,6.4557,4.4821,1.5816,7.3637,1.1147,1.5468
9.9217,2.6391,3.0703,6.2732,1.1684,7.0171,1.8577,7.7309,1.6683,7.305,0.8396,9.9752,3.1573,2.2921,2.2138,4.7939,0.921,4.0353,5.7753,9.7136,7.3564,2.0374,1.7715,6.3023,6.5762,7.3547,6.9495,9.5119,3.0903,7.0098,6.557,0.9635
6.8977,1.1385,5.3006,0.9872,0.2112,0.6094,0.3955,0.1074,4.463,8.083,9.6906,9.1075,5.8611,5.6643,9.6937,0.5797,5.5076,1.6145,3.7709,1.8418,3.0478,9.8825,3.8732,2.5113,4.7747,7.6743,2.3066,3.4528,4.3001,4.8841,0.3265,6.4633
2.2195,0.2355,5.6263,4.8374,3.7028,2.1547,8.6338,9.3622,8.0315,6.458,6.4599,3.326,1.2005,3.2068,3.8302,1.2129,1.37,9.0335,4.0405,0.2021,5.8399,7.7148,1.8422,4.708,4.553,8.6005,7.7282,6.8917,8.6994,9.8351,3.0738,7.1654
5.497,8.5213,2.5692,0.9479,1.3695,2.6782,5.7817,1.2813,5.0226,7.0955,7.3125,7.9106,3.8783,6.6933,6.8691,5.4346,7.1461,1.7589,1.0166,0.1298,0.2065,3.9617,6.5198,6.0026,5.7751,3.7953,8.7012,9.6381,4.4027,7.6273,7.6162,1.028
6.8638,7.7246,2.98,7.6646,8.3593,2.9938,0.3763,6.2387,0.9211,6.69,5.0189,4.6519,1.5046,6.2717,7.211,2.1349,7.7952,4.2011,3.7963,2.4593,4.1569,6.2091,5.0071,9.4268,5.0627,3.5692,1.3518,1.3949,3.5807,5.1144,3.3958,0.5315
6.0972,4.4124,2.5952,2.454,4.4906,8.7763,8.2778,8.7293,8.6195,1.938,6.7358,9.4578,3.6729,7.005,8.8941,7.244,1.5149,2.8269,5.7369,5.334,1.1079,2.8692,3.0555,9.8509,9.6216,7.6912,7.5863,5.2179,9.0608,8.8162,8.5036,7.0896
4.4523,9.2912,1.2033,1.8559,6.0151,3.0234,5.5782,6.6984,4.4757,9.0543,4.7605,6.2302,0.1873,6.6821,3.6425,0.5531,1.4585,1.2786,2.1997,7.87,4.9661,1.3631,7.0319,2.8611,0.7,3.1729,8.8883,3.5377,0.0408,2.2616,1.5641,0.7209
7.2542,8.4112,7.8627,1.2672,4.0021,0.3368,5.6358,8.8768,1.3539,8.2705,6.8028,1.9733,5.768,4.2666,8.0796,8.4559,0.1168,1.6399,2.7331,9.6995,6.601,8.9068,2.1503,0.5443,4.6945,3.1401,9.3246,3.5272,1.501,0.0203,4.1525,0.016
1.7993,8.9982,0.4133,0.412,7.3162,1.5195,1.6892,1.8724,6.8356,3.4747,0.3809,0.8011,0.9969,3.8744,7.2565,7.0442,0.4561,9.1826,4.3653,3.6005,5.7932,9.5842,0.732,4.643,4.1419,0.8382,5.2717,7.9688,3.7256,8.2224,0.3595,8.8277
3.8392,4.9588,8.5213,2.5457,4.4979,7.2746,7.4833,4.4847,4.5927,7.2445,9.9533,0.3708,3.0209,7.2586,6.4776,7.5912,0.4058,2.0205,0.3046,5.0857,1.5388,6.1274,4.4179,7.969,4.2828,7.2059,6.9817,3.4465,8.1927,0.2307,3.1884,9.5047
6.5908,1.8943,7.1239,8.2297,7.8517,1.795,0.4476,9.5692,0.3732,9.4935,2.3816,8.7187,0.664,0.8157,7.6839,2.3488,6.7786,4.1397,3.4096,0.0375,8.9528,0.7472,7.9198,3.3239,4.3822,2.2877,4.3783,1.6519,0.5655,2.2975,0.0342,8.8179
7.0518,8.4281,3.5181,5.5968,7.3852,3.639,8.9315,0.8066,6.3684,9.743,5.6365,7.6458,1.0315,3.9751,3.0116,1.9851,4.4431,1.9273,0.9097,1.5264,0.6575,7.0278,4.2612,4.893,7.8629,3.8805,0.5286,3.5435,3.4104,0.692,9.5658,4.7983
0.1576,8.4409,3.1907,8.2471,8.5183,6.7924,5.4038,6.0115,3.0502,9.8732,8.2431,5.9039,4.0685,6.8901,5.3214,0.7623,8.2155,9.4012,4.0144,4.6413,3.5082,7.6063,9.7755,7.7126,3.2458,7.0981,2.6812,5.6353,0.49,8.6447,5.2243,1.9884
2.0643,7.7513,6.3883,0.6688,6.4338,8.5682,8.8836,1.8759,7.8488,9.3406,8.2803,7.2866,7.4657,5.9488,0.5979,3.0906,4.1472,5.5336,9.8768,7.3643,2.6205,1.2433,3.5515,9.651,0.038,7.3734,2.5624,3.119,0.5732,9.0832,2.2794,5.0137
2.4167,3.311,0.7919,0.9673,2.3267,6.269,0.3842,2.2469,6.2538,8.6559,0.3941,7.6981,6.477,8.3401,3.0492,6.6119,4.1701,8.0446,1.1559,5.8978,9.8484,7.2198,4.7748,6.5,1.9005,1.726,8.2961,1.0185,1.3113,0.575,6.5924,7.1863
4.7575,3.4753,9.6712,9.1037,7.7961,5.0161,1.6884,4.5618,2.1454,6.1981,4.1048,1.5222,6.2987,9.2272,8.2557,7.4914,5.5958,9.098,4.2718,0.1639,3.0065,4.3644,5.2972,5.599,8.9753,5.4077,5.1113,4.672,9.0536,7.6562,4.3347,7.9354
1.126,2.9109,5.619,0.9007,4.3141,6.8626,1.1443,4.3503,8.3132,9.9336,4.3889,4.1619,2.5139,2.3567,0.7269,8.3245,2.2924,5.0057,6.2609,6.7266,2.7331,6.2172,0.0328,9.8133,4.759,9.5887,0.7193,0.8729,0.4595,7.8715,5.5268,4.4225
3.2759,8.1013,1.3078,6.4135,3.0645,1.3048,6.3353,6.9372,6.35,4.518,1.4815,5.5901,5.6672,3.9044,8.4086,9.0376,2.1615,3.7764,7.5796,3.4548,9.639,3.3693,1.0485,4.5325,9.1603,6.1634,3.009,2.7943,6.7902,1.0494,2.9326,6.8272
4.6207,1.2649,8.7242,9.3205,5.3597,4.4836,2.0427,9.8988,8.119,6.4382,5.9915,1.14,5.9396,5.2281,3.8712,5.4764,6.9333,3.1339,1.2837,8.6649,1.9593,7.081,1.0468,3.154,3.4243,4.9081,7.8665,4.5813,8.4951,9.4838,7.0802,6.104
9.2806,4.2529,1.5495,3.6227,3.4158,2.205,1.7204,8.968,5.4395,4.1371,7.197,5.2194,9.7098,1.8499,4.7759,0.2347,8.9271,7.5315,0.3105,3.6547,0.8342,3.1327,4.9188,7.678,8.7896,3.138,8.7003,4.0826,3.1937,7.5379,9.1411,3.3202
