1.5941,5.2028,0.9652,0.9665,9.9279,6.3906,2.3012,9.0239,8.7477,2.3779,1.796,1.125,1.0201,4.9378,2.9388,4.8648,8.8477,1.7763,1.0904,6.1578,5.7896,3.4518,0.4799,7.3532,5.1982,0.6852,5.7102,9.9953,9.4023,9.9003,3.3792,4.7603,2.2853,4.2517,0.0781,9.0925,6.5936,7.6596,2.2867,7.6682,4.0901,2.2759,8.5946,3.6535,0.8777,3.007,9.609,8.4953,5.7584,8.4219,4.9354,2.8485,2.8607,2.8104,1.1022,7.9679,1.8291,8.9615,5.018,8.7042,0.025,7.408,7.762,3.7608
8.5922,0.5863,6.1935,8.3592,3.9962,7.9582,2.5782,3.8901,2.3092,5.7229,7.3689,9.8149,8.1337,1.6416,4.9251,4.4727,2.3119,0.3822,2.7523,2.7331,4.8741,9.9638,4.1016,9.51,9.0623,1.7273,9.3478,6.5566,6.6195,9.641,7.4548,0.1,9.7896,0.5684,1.6693,6.3517,1.3436,7.882,3.5198,6.0707,4.6102,4.3709,0.2371,0.2556,0.4223,3.5803,2.2349,6.8331,6.2114,4.9826,4.9125,9.3164,5.8669,4.9128,1.342,5.5211,5.5208,6.3963,5.279,4.6512,4.2371,0.3222,0.1058,8.0053
5.7258,7.4898,6.3434,4.2855,9.5559,2.2851,3.1175,4.9172,3.5659,5.7093,3.083,0.6117,7.2379,7.1599,2.5699,0.7269,8.873,9.1804,7.6338,6.5313,2.6812,5.3889,0.4016,8.7215,8.7473,4.3286,5.0528,3.2443,2.2218,7.7721,4.6516,2.837,8.0284,4.261,2.1761,6.0085,1.0042,3.0243,1.5918,7.8892,0.7008,6.7956,3.3943,8.9935,6.9526,0.7642,2.7727,9.8949,3.7003,1.7945,1.2377,5.0027,9.7222,6.4585,8.4749,5.6555,8.3551,6.2507,4.9561,8.5923,1.2324,1.266,0.3468,5.0835
5.2012,8.2947,9.662,3.6047,0.6362,0.4918,5.0007,0.4001,2.2134,7.4108,4.5394,1.0952,0.9945,1.5237,3.9075,0.3138,8.8758,5.0103,1.6028,7.5129,5.9282,2.0911,3.2411,3.769,3.5385,9.777,6.9503,2.9986,1.8908,8.7659,2.7116,2.8475,1.6562,4.2519,8.1373,6.9075,6.3273,9.492,7.3585,5.5696,2.7824,8.118,5.623,9.7208,7.8252,6.137,8.0654,6.7325,4.3551,1.0659,0.1522,8.7725,2.2535,1.7167,9.9761,5.0945,6.819,3.4132,9.2734,5.2837,7.821,2.857,5.2159,4.3613
8.0191,0.0473,2.4263,0.1552,6.9462,1.5595,4.2913,0.3902,1.0123,4.1666,8.3159,4.4535,8.9198,2.7843,5.619,6.5691,7.8411,8.204,7.7379,7.1939,0.7189,9.4844,9.8305,9.6868,1.9208,4.5039,3.5417,0.6413,8.4098,9.2051,9.2743,8.2498,4.3368,4.447,7.8066,7.3696,5.1394,8.3724,0.5923,9.4669,3.0453,1.0261,1.6776,9.5995,2.1347,3.1443,3.2637,1.5075,0.1739,8.6779,8.6403,6.8818,4.1059,1.3691,5.4974,4.4894,7.8899,5.5942,7.9443,9.6579,8.1335,4.1161,6.0557,1.0678
2.1348,5.1052,5.0852,5.7746,7.0569,1.4134,4.2472,8.1427,4.1371,9.243,0.4196,5.3128,6.16,2.9575,4.317,2.5443,4.7079,1.2196,3.7119,4.4135,5.8309,7.2788,8.5704,4.4839,9.7066,8.7293,7.9039,0.7884,9.5029,5.121,6.8188,8.44,7.6252,6.5261,1.786,8.7704,2.518,9.6053,5.9546,7.2427,7.8083,6.4037,1.5196,4.5894,8.8952,8.5008,5.8052,6.8181,5.7639,2.2939,4.9884,4.5676,2.4585,8.6396,9.373,0.7943,9.5472,8.2097,5.4873,8.9906,3.3753,7.8778,4.9709,4.3095
6.4449,2.3976,7.9887,7.5791,5.5622,2.4331,6.985,1.9231,7.7443,8.8173,6.8499,0.3969,7.6167,4.7908,1.2465,5.3317,2.5248,6.772,1.9264,6.3174,0.4185,8.787,8.7877,6.1818,4.0368,4.4845,1.8849,9.2684,5.5196,9.6797,7.1834,1.7341,9.1163,5.0912,0.3758,3.5356,1.5948,8.7109,4.1416,5.3213,4.5765,7.0594,3.507,4.6092,7.541,4.686,3.8784,4.4103,2.3821,9.1695,7.264,5.7061,1.2494,0.2594,1.5794,9.4248,3.0993,9.359,1.3886,2.8175,1.1973,1.9042,6.9032,4.8004
2.3075,4.1326,2.4397,5.0246,6.543,0.6902,7.6578,6.8669,7.2322,1.4699,9.6433,3.3901,3.9196,2.1717,3.932,6.5733,0.5116,3.0386,1.2865,6.2086,5.7908,2.0523,7.7067,0.4173,0.163,1.0592,3.7295,3.7475,6.6407,2.8182,6.4311,5.8764,9.094,4.2801,3.5671,4.0741,2.2125,5.8286,4.7638,8.072,0.1663,6.9563,6.623,7.6578,9.8999,3.8576,5.1409,6.5985,2.3464,0.0084,7.437,5.5508,6.26,6.4757,1.0809,1.6887,2.3618,6.9349,7.2215,2.2163,7.6598,3.3299,1.6559,3.444
0.9759,1.7628,7.1606,1.4452,7.8946,4.6387,6.5936,6.8024,9.2645,5.1405,4.6513,5.6858,2.4152,2.8522,1.2094,0.3227,9.2981,4.5769,6.1238,7.708,7.0132,7.5357,4.5916,2.3573,4.7016,1.8887,5.1594,4.1288,9.8752,0.1155,0.4261,0.3901,8.45,9.2137,0.4449,5.5369,0.9434,7.5368,9.244,7.0218,9.013,5.3203,1.0414,6.592,2.1756,1.6747,7.6684,5.5997,9.4435,0.0456,0.7642,1.9679,5.0282,3.0102,1.7643,4.9499,1.7434,3.9605,5.281,5.5713,7.1663,2.3763,4.6344,2.4803
8.2656,8.4198,7.0131,2.1207,5.9787,8.7705,4.3329,2.2277,6.1177,4.9456,3.5215,5.6217,3.2892,2.6922,5.9753,9.8627,6.9337,2.246,6.1208,6.4243,5.2341,7.2237,7.8832,7.1426,3.2247,2.4738,8.5921,2.3418,7.3759,3.1089,6.8431,9.016,6.8462,0.0263,9.002,8.852,0.4756,7.8973,2.6316,2.0097,3.9297,0.6752,4.3377,1.1505,8.6312,5.8441,4.8576,0.847,4.1331,8.5362,7.6465,7.0263,8.1341,0.2591,0.4584,9.7835,4.3496,0.68,5.4543,5.9523,0.1071,0.2593,4.7742,0.2064
